Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
ISCED11_1,Primary education,ISCED11_1,ISCED11_1,ISCED11_1,59,2
ISCED11_2,Lower secondary education,ISCED11_2,ISCED11_2,ISCED11_2,76,3
ISCED11_3,Upper secondary education,ISCED11_3,ISCED11_3,ISCED11_3,60,2
