Year,Value,UNIT_MEASURE,SERIES
2011,13.9,Procenat,SI_RMT_COST
2015,7.3,Procenat,SI_RMT_COST
2017,6.5,Procenat,SI_RMT_COST
2018,6.9,Procenat,SI_RMT_COST
