Year,Value,UNIT_MEASURE,SERIES
2003,0.01854,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2004,0.01524,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2005,0.026969999999999997,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2006,0.01969,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2007,0.02521,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2008,0.01842,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2009,0.02106,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2012,0.26533,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2013,0.32132,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2014,0.25725,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2015,0.2186,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2016,0.21594000000000002,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2017,0.20048,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
2018,0.1988,Procenat,Rashodi za istraživanje i razvoj kao udio u BDP-u
