Year,Value,UNIT_MEASURE,SERIES
2000,12.67419,Procenat,DT_TDS_DECT
2001,11.979000000000001,Procenat,DT_TDS_DECT
2002,5.93503,Procenat,DT_TDS_DECT
2003,5.22393,Procenat,DT_TDS_DECT
2004,4.116230000000001,Procenat,DT_TDS_DECT
2005,3.58475,Procenat,DT_TDS_DECT
2006,3.34136,Procenat,DT_TDS_DECT
2007,3.1481,Procenat,DT_TDS_DECT
2008,2.70532,Procenat,DT_TDS_DECT
2009,3.28689,Procenat,DT_TDS_DECT
2010,3.6289999999999996,Procenat,DT_TDS_DECT
2011,3.68589,Procenat,DT_TDS_DECT
2012,4.4527,Procenat,DT_TDS_DECT
2013,7.053,Procenat,DT_TDS_DECT
2014,7.730860000000001,Procenat,DT_TDS_DECT
2015,7.40867,Procenat,DT_TDS_DECT
2016,6.5877,Procenat,DT_TDS_DECT
2017,7.560389999999999,Procenat,DT_TDS_DECT
2018,6.999860000000001,Procenat,DT_TDS_DECT
