Year,Value,UNIT_MEASURE,SERIES
2003,61.594190000000005,Na milion stanovnika,GB_POP_SCIERD
2004,63.427659999999996,Na milion stanovnika,GB_POP_SCIERD
2005,67.1423,Na milion stanovnika,GB_POP_SCIERD
2006,178.23305,Na milion stanovnika,GB_POP_SCIERD
2007,198.03677,Na milion stanovnika,GB_POP_SCIERD
2012,160.13994,Na milion stanovnika,GB_POP_SCIERD
2013,233.86737999999997,Na milion stanovnika,GB_POP_SCIERD
2014,292.38061,Na milion stanovnika,GB_POP_SCIERD
2015,365.22839,Na milion stanovnika,GB_POP_SCIERD
2016,419.99062999999995,Na milion stanovnika,GB_POP_SCIERD
2017,485.42082,Na milion stanovnika,GB_POP_SCIERD
2018,471.2501,Na milion stanovnika,GB_POP_SCIERD
