Year,Value,UNIT_MEASURE,SERIES
2001,8,Procenat,SI_POV_50MI
2004,12,Procenat,SI_POV_50MI
2007,12,Procenat,SI_POV_50MI
2011,12,Procenat,SI_POV_50MI
