Year,SERIES,UNIT_MEASURE,Godine,Value
2000,SH_STA_STNTN,Hiljade,Ispod 5 godina,28.43425
2006,SH_STA_STNTN,Hiljade,Ispod 5 godina,19.49263
2012,SH_STA_STNTN,Hiljade,Ispod 5 godina,16.26161
2000,SH_STA_STNT,Procenat,Ispod 5 godina,12.12708
2006,SH_STA_STNT,Procenat,Ispod 5 godina,11.812999999999999
2012,SH_STA_STNT,Procenat,Ispod 5 godina,8.886560000000001
