Year,SERIES,UNIT_MEASURE,Value
2011,SI_RMT_COST,Procenat,13.9
2015,SI_RMT_COST,Procenat,7.3
2017,SI_RMT_COST,Procenat,6.5
2018,SI_RMT_COST,Procenat,6.9
