Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2012,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1860735.0
2013,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1613745.0
2014,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1802499.0
2015,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1898417.0
2016,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,1994336.0
2017,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,2090255.0
2000,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,6413484.0
2001,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,7063890.0
2002,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,8490140.0
2003,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,14417888.0
2004,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,12485677.0
2005,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,9624076.0
2006,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,11916651.0
2007,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,13198376.0
2008,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,14147934.0
2009,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,13570620.0
2010,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,14084845.0
2011,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,13232058.0
2012,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,13938610.0
2013,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,15504799.0
2014,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,16718248.0
2015,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,17747401.0
2016,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,18776554.0
2017,EN_MAT_DOMCMPT,Tone,Nemetalni minerali - dominantna gradnja,19805706.0
2000,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,7125884.0
2001,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,8017602.0
2002,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,9358469.0
2003,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,14891914.0
2004,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,13158898.0
2005,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,10614015.0
2006,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,13604334.0
2007,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,15500068.0
2008,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,16497494.0
2009,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,15525382.0
2010,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,15596817.0
2011,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,15107412.0
2012,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,15799345.0
2013,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,17118544.0
2014,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,18520747.0
2015,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,19645818.0
2016,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,20770890.0
2017,EN_MAT_DOMCMPT,Tone,Nemetalni minerali,21895961.0
2000,EN_MAT_DOMCMPT,Tone,Nafta,1148000.0
2001,EN_MAT_DOMCMPT,Tone,Nafta,1123000.0
2002,EN_MAT_DOMCMPT,Tone,Nafta,1087000.0
2003,EN_MAT_DOMCMPT,Tone,Nafta,1011000.0
2004,EN_MAT_DOMCMPT,Tone,Nafta,1187000.0
2005,EN_MAT_DOMCMPT,Tone,Nafta,1120000.0
2006,EN_MAT_DOMCMPT,Tone,Nafta,1201000.0
2007,EN_MAT_DOMCMPT,Tone,Nafta,1278000.0
2008,EN_MAT_DOMCMPT,Tone,Nafta,1471000.0
2009,EN_MAT_DOMCMPT,Tone,Nafta,1637000.0
2010,EN_MAT_DOMCMPT,Tone,Nafta,1670000.0
2011,EN_MAT_DOMCMPT,Tone,Nafta,1714000.0
2012,EN_MAT_DOMCMPT,Tone,Nafta,1533000.0
2013,EN_MAT_DOMCMPT,Tone,Nafta,1489000.0
2014,EN_MAT_DOMCMPT,Tone,Nafta,1385000.0
2015,EN_MAT_DOMCMPT,Tone,Nafta,1426607.0
2016,EN_MAT_DOMCMPT,Tone,Nafta,1468214.0
2017,EN_MAT_DOMCMPT,Tone,Nafta,1509821.0
2000,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8465.0
2001,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8679.0
2002,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,11182.0
2003,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,11748.0
2004,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,13649.0
2005,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,15432.0
2006,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,11180.0
2007,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,11029.0
2008,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,10938.0
2009,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,10162.0
2010,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,9106.0
2011,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8310.0
2012,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8391.0
2013,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8855.0
2014,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8855.0
2015,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8682.0
2016,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8510.0
2017,EN_MAT_DOMCMPT,Tone,Divlji ulov i žetva,8337.0
2000,EN_MAT_DOMCMPT,Tone,Drvo,2478757.0
2001,EN_MAT_DOMCMPT,Tone,Drvo,2185477.0
2002,EN_MAT_DOMCMPT,Tone,Drvo,2454677.0
2003,EN_MAT_DOMCMPT,Tone,Drvo,2390059.0
2004,EN_MAT_DOMCMPT,Tone,Drvo,1830655.0
2005,EN_MAT_DOMCMPT,Tone,Drvo,1925044.0
2006,EN_MAT_DOMCMPT,Tone,Drvo,2120334.0
2007,EN_MAT_DOMCMPT,Tone,Drvo,1853219.0
2008,EN_MAT_DOMCMPT,Tone,Drvo,2035444.0
2009,EN_MAT_DOMCMPT,Tone,Drvo,1716285.0
2010,EN_MAT_DOMCMPT,Tone,Drvo,1926305.0
2011,EN_MAT_DOMCMPT,Tone,Drvo,2013618.0
2012,EN_MAT_DOMCMPT,Tone,Drvo,2088522.0
2013,EN_MAT_DOMCMPT,Tone,Drvo,2221379.0
2014,EN_MAT_DOMCMPT,Tone,Drvo,2132902.0
2015,EN_MAT_DOMCMPT,Tone,Drvo,1994345.0
2016,EN_MAT_DOMCMPT,Tone,Drvo,1982417.0
2017,EN_MAT_DOMCMPT,Tone,Drvo,1970489.0
