Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2017,SH_SUD_ALCOL,Procenat,15 godina i više,Oba spola ili bez podjele po spolu,6.0
2017,SH_SUD_ALCOL,Procenat,15 godina i više,Žene,2.2
2017,SH_SUD_ALCOL,Procenat,15 godina i više,Muškarci,9.8
