Year,SERIES,UNIT_MEASURE,Value
2000,Servisiranja duga kao udio izvoza roba i usluga,Procenat,12.67419
2001,Servisiranja duga kao udio izvoza roba i usluga,Procenat,11.979000000000001
2002,Servisiranja duga kao udio izvoza roba i usluga,Procenat,5.93503
2003,Servisiranja duga kao udio izvoza roba i usluga,Procenat,5.22393
2004,Servisiranja duga kao udio izvoza roba i usluga,Procenat,4.116230000000001
2005,Servisiranja duga kao udio izvoza roba i usluga,Procenat,3.58475
2006,Servisiranja duga kao udio izvoza roba i usluga,Procenat,3.34136
2007,Servisiranja duga kao udio izvoza roba i usluga,Procenat,3.1481
2008,Servisiranja duga kao udio izvoza roba i usluga,Procenat,2.70532
2009,Servisiranja duga kao udio izvoza roba i usluga,Procenat,3.28689
2010,Servisiranja duga kao udio izvoza roba i usluga,Procenat,3.6289999999999996
2011,Servisiranja duga kao udio izvoza roba i usluga,Procenat,3.68589
2012,Servisiranja duga kao udio izvoza roba i usluga,Procenat,4.4527
2013,Servisiranja duga kao udio izvoza roba i usluga,Procenat,7.053
2014,Servisiranja duga kao udio izvoza roba i usluga,Procenat,7.730860000000001
2015,Servisiranja duga kao udio izvoza roba i usluga,Procenat,7.40867
2016,Servisiranja duga kao udio izvoza roba i usluga,Procenat,6.5877
2017,Servisiranja duga kao udio izvoza roba i usluga,Procenat,7.560389999999999
2018,Servisiranja duga kao udio izvoza roba i usluga,Procenat,6.999860000000001
