Year,Value,UNIT_MEASURE,SERIES
2014,1108.73,TONNES,EN_EWT_RCYV
2015,1157.02,TONNES,EN_EWT_RCYV
2016,1197.58,TONNES,EN_EWT_RCYV
2017,1237.93,TONNES,EN_EWT_RCYV
2018,1271.2,TONNES,EN_EWT_RCYV
2019,1310.05,TONNES,EN_EWT_RCYV
2014,0.318407021497909,KG,EN_EWT_RCYPCAP
2015,0.337387641782932,KG,EN_EWT_RCYPCAP
2016,0.353658566094836,KG,EN_EWT_RCYPCAP
2017,0.36936262469663106,KG,EN_EWT_RCYPCAP
2018,0.382439398976331,KG,EN_EWT_RCYPCAP
2019,0.39686557974285297,KG,EN_EWT_RCYPCAP
2014,4.799937,PT,EN_EWT_RCYR
