Year,SERIES,UNIT_MEASURE,Value
2000,ER_RSK_LST,IX,0.9004700000000001
2001,ER_RSK_LST,IX,0.90038
2002,ER_RSK_LST,IX,0.90028
2003,ER_RSK_LST,IX,0.9002100000000001
2004,ER_RSK_LST,IX,0.9002399999999999
2005,ER_RSK_LST,IX,0.90028
2006,ER_RSK_LST,IX,0.90028
2007,ER_RSK_LST,IX,0.90035
2008,ER_RSK_LST,IX,0.9003899999999999
2009,ER_RSK_LST,IX,0.9004200000000001
2010,ER_RSK_LST,IX,0.90045
2011,ER_RSK_LST,IX,0.90049
2012,ER_RSK_LST,IX,0.9005299999999999
2013,ER_RSK_LST,IX,0.9005700000000001
2014,ER_RSK_LST,IX,0.9006200000000001
2015,ER_RSK_LST,IX,0.90064
2016,ER_RSK_LST,IX,0.9006700000000001
2017,ER_RSK_LST,IX,0.9007
2018,ER_RSK_LST,IX,0.90074
2019,ER_RSK_LST,IX,0.9008
2020,ER_RSK_LST,IX,0.90081
