Year,Series,Units,Value
2015,SG_HAZ_CMRBASEL,% (PERCENT),50.0
2020,SG_HAZ_CMRBASEL,% (PERCENT),80.0
2015,SG_HAZ_CMRMNTRL,% (PERCENT),100.0
2020,SG_HAZ_CMRMNTRL,% (PERCENT),100.0
2015,SG_HAZ_CMRROTDAM,% (PERCENT),72.55
2020,SG_HAZ_CMRROTDAM,% (PERCENT),91.38
2015,SG_HAZ_CMRSTHOLM,% (PERCENT),33.33
2020,SG_HAZ_CMRSTHOLM,% (PERCENT),62.5
