Year,Series,Units,Value
2017,EN_H2O_WBAMBQ,% (PERCENT),5.79
2017,EN_H2O_GRAMBQ,% (PERCENT),16.67
2017,EN_H2O_OPAMBQ,% (PERCENT),100.0
2017,EN_H2O_RVAMBQ,% (PERCENT),4.89
