Year,Series,Units,Value
2000,SH_ACS_UNHC,INDEX,39.0
2005,SH_ACS_UNHC,INDEX,55.0
2010,SH_ACS_UNHC,INDEX,56.0
2015,SH_ACS_UNHC,INDEX,60.0
2017,SH_ACS_UNHC,INDEX,61.0
