Year,Series,Units,Value
2011,NV_IND_SSIS,% (PERCENT),16.43
2012,NV_IND_SSIS,% (PERCENT),18.26
2013,NV_IND_SSIS,% (PERCENT),15.1
2014,NV_IND_SSIS,% (PERCENT),21.21
2015,NV_IND_SSIS,% (PERCENT),21.54
2016,NV_IND_SSIS,% (PERCENT),20.36
2017,NV_IND_SSIS,% (PERCENT),17.06
