Year,Series,Units,Value
2017,EG_TBA_H2COAQ,% (PERCENT),73.319999999999993
2017,EG_TBA_H2CO,% (PERCENT),92.60
2017,EG_TBA_H2CORL,% (PERCENT),96.14
