Year,Series,Units,Value
2006,EN_SCP_FSHGDP,% (PERCENT),2e-05
2008,EN_SCP_FSHGDP,% (PERCENT),2e-05
2010,EN_SCP_FSHGDP,% (PERCENT),1e-05
2012,EN_SCP_FSHGDP,% (PERCENT),1e-05
