Year,Series,Units,Sex,Age,Value
2011,FB_BNK_ACCSS,% (PERCENT),BOTHSEX,15+,56.21
2014,FB_BNK_ACCSS,% (PERCENT),BOTHSEX,15+,52.69
2017,FB_BNK_ACCSS,% (PERCENT),BOTHSEX,15+,58.84
2011,FB_BNK_ACCSS,% (PERCENT),FEMALE,15+,47.72
2014,FB_BNK_ACCSS,% (PERCENT),FEMALE,15+,47.06
2017,FB_BNK_ACCSS,% (PERCENT),FEMALE,15+,54.74
2011,FB_BNK_ACCSS,% (PERCENT),MALE,15+,67.23
2014,FB_BNK_ACCSS,% (PERCENT),MALE,15+,58.82
2017,FB_BNK_ACCSS,% (PERCENT),MALE,15+,63.18
