Year,Series,Units,Value
2010,SH_TRP_INTVN,NUMBER,1.0
2011,SH_TRP_INTVN,NUMBER,0.0
2012,SH_TRP_INTVN,NUMBER,0.0
2013,SH_TRP_INTVN,NUMBER,1.0
2014,SH_TRP_INTVN,NUMBER,2.0
2015,SH_TRP_INTVN,NUMBER,0.0
2016,SH_TRP_INTVN,NUMBER,0.0
2017,SH_TRP_INTVN,NUMBER,0.0
2018,SH_TRP_INTVN,NUMBER,0.0
