Year,Series,Units,Value
2013,SG_REG_CENSUSN,NUMBER,1.0
2015,SG_REG_BRTH90N,NUMBER,1.0
2016,SG_REG_BRTH90N,NUMBER,1.0
2017,SG_REG_BRTH90N,NUMBER,1.0
2018,SG_REG_BRTH90N,NUMBER,1.0
2015,SG_REG_DETH75N,NUMBER,1.0
2016,SG_REG_DETH75N,NUMBER,1.0
2017,SG_REG_DETH75N,NUMBER,1.0
2018,SG_REG_DETH75N,NUMBER,1.0
