Year,Series,Units,Value
2001,SI_POV_50MI,% (PERCENT),8.0
2004,SI_POV_50MI,% (PERCENT),12.0
2007,SI_POV_50MI,% (PERCENT),12.0
2011,SI_POV_50MI,% (PERCENT),12.0
